,CrashSeverity,NumberOfUnits,UnitInError,CrashDateTime,Latitude,Longitude,LocationRouteType,LocationRouteNumber,LocationPrefix,LocationRoadName,LocationRoadType,MannerOfCollision,Weather,LightCondition,Narrative,CrashReportedDateTime,DispatchedDateTime,ArrivedDateTime,RoadCondition,TotalInjured,TotalKilled,AnimalRelated,AlcoholRelated,SpeedRelated,TeenRelated
398,Property Damage Only,2,99,11/24/2020 8:38,40.055253,-82.459563,State Route,16,,,,Sideswipe; same direction,Cloudy,Daylight,On the above date and time; Officers responded to 16 WB @ the Church St on ramp in reference to a non injury accident. Upon our arrival; Unit #1 stated he was attempting to merge onto 16 WB when Unit #2 sped up causing Unit #1 to hit him with the rear of his truck. Unit #2 stated they were traveling WB on SR 16 when Unit #1 was merging onto the highway at a high rate of speed. Unit #1 stated there was no where for him to go due to the traffic around him. After speaking with a supervisor and not having independent witnesses; Officers were unable to determine who was at fault.,11/24/2020 8:38,11/24/2020 8:38,11/24/2020 8:38,Dry,0,0,False,False,False,False
399,Injury Possible,3,3,12/2/2020 22:20,40.0486,-82.42103,,,,Union ,Street,Rear-end,Clear,Dark - Lighted Roadway,Units 1 and 2 were parked along Union St in front of 192 Union St. and were unoccupied. Unit 3 was traveling southbound on Union St and failed to maintain lanes and struck the back of Unit 1 then pushing it into Unit 2. The driver of Unit 3 then fled the scene she was found a couple of blocks away. The driver of Unit 3 was transported to LMH by NFD. Driver of Unit 3 was found to be intoxicated. Driver refused any and all test. Driver of Unit 3 was issued a Citation. Unit 3 was impounded. Driver of Unit 3 was found at fault for the accident and cited. ,12/2/2020 22:25,12/2/2020 22:27,12/2/2020 22:30,Dry,0,0,False,True,True,False
400,Property Damage Only,1,1,12/1/2020 5:40,40.062325,-82.427874,State Route,16,,,,Not Collision Between Two Vehicles in Transport,Snow,Dark - Lighted Roadway,Unit 1 was Westbound on SR 16 just past the N 21st exit ramp. Unit 1 lost control on the overpass and went left of center and struck the concrete median. Unit 1 continued to spin and hit the concrete median with the rear end of the vehicle as well.,12/1/2020 5:45,12/1/2020 5:45,12/1/2020 5:48,Snow,0,0,False,False,False,False
401,Injury Possible,2,1,12/3/2020 18:10,40.08748,-82.41449,,,,WATERWORKS,Road,Rear-end,Clear,Dark - Lighted Roadway,Unit's 1&2 were both traveling eastbound in front of 125 Waterworks Rd.  Unit 2 was stopping when Unit 1 struck Unit 2 in the rear causing a accident.  Unit 2 advised she was stopping for traffic that was in front of her.  Unit 1 advised he had video of the accident and Unit 1 stated Unit 2 was not directly behind anyone.  Officer reviewed Unit 1's video and the vehicle in front of Unit 2 was about a 100 yards.  Unit 1 advised Unit 2 stopped abruptly and did not know why.  Officer spoke with Unit 2 again and she stated she was stopping for traffic in front of her.  Unit 1 is found at fault for the accident for ACDA.  Unit 1 was issued a citation for the accident.,12/3/2020 18:10,12/3/2020 18:10,12/3/2020 18:17,Dry,0,0,False,False,False,False
402,Property Damage Only,3,3,12/4/2020 8:47,40.058587,-82.404902,,,West,Church,Street,Angle,Cloudy,Daylight,Unit 1 was traveling northbound on South 4th St. Unit 2 was traveling southbound on South 4th Street. Unit 3 was traveling east on West Curch Street. Unit 3 driver stated that they did not obey traffic the control device and proceeded through a red light on West Church Street colliding first with Unit 2; then struck Unit 1. No injuries were reported at the time of report. ,12/4/2020 8:47,12/4/2020 8:51,12/4/2020 8:55,Dry,0,0,False,False,False,False
403,Property Damage Only,2,2,12/5/2020 15:11,40.058436,-82.405552,,,West,Church,Street,Not Collision Between Two Vehicles in Transport,Cloudy,Daylight,Unit 1 was parked on the northern shoulder of West Church St. facing westbound unoccupied. Unit 2 was travelling westbound on West Church St. and struck Unit 1. No injuries were reported at the time of the incident. ,12/5/2020 15:11,12/5/2020 15:12,12/5/2020 15:20,Dry,0,0,False,False,False,False
405,Serious Injury Suspected,2,1,12/7/2020 16:09,40.061014,-82.38628299999999,,,,16 E/b Off Ramp,Road,Rear-end,Snow,Daylight,Unit #2 was 16 e/b exited the Cedar St exit and was stopped for a red stop signal when Unit #1 driver failed to stop and rear ended Unit #2 and caused a crash.  Unit #1 is at fault.,12/7/2020 16:09,12/7/2020 16:10,12/7/2020 16:12,Wet,0,0,False,False,False,False
406,Property Damage Only,2,1,12/7/2020 15:30,40.054819,-82.420586,State Route,79,,,,Sideswipe; same direction,Cloudy,Daylight,On 12/07/2020 Unit 02 was traveling north bound on State Route 79 towards the State Route 16 east and west split. Unit 02 advised they obsevered Unit 01 failing to maintain their lane and gave distance between them. Unit 02 advised he began to merge into the far left lane to travel towards State Route 16 west. Unit 02 advised it was at that time Unit 01 began to merge to the next right lane and struck Unit 02 on the driver side rear quarter panel. Unit 02 advised they attempted to flag down Unit 01 as she looked over her shoulder to which she did not stop. Unit 02 advised he contacted 911 while both vehicles traveled east bound on State  Route 16. Unit 02 described the driver of Unit 01 as a female dressed in a head dress and was unable to view her face. Unit 02 advised the vehicle was a navy blue Ford Expedition while the registration comes back to a gray Ford station wagon in Hillsboro Ohio. No injuries were reported. ,12/7/2020 16:01,12/7/2020 16:02,12/7/2020 16:07,Wet,0,0,False,False,False,False
407,Serious Injury Suspected,1,1,12/7/2020 3:00,40.06539,-82.44504,,,,Granville,Road,Not Collision Between Two Vehicles in Transport,Clear,Dark - Lighted Roadway,Unit #1 was traveling w/b on Granville Road. Unit #1 went off north side of road striking fence and tree. The driver of Unit #1 was extracated from the vehicle by Newark Fire and transported to Licking Memorial Hospital.  (Unit speed and alcohol involvement under investigation at this time),12/7/2020 3:10,12/7/2020 3:10,12/7/2020 3:15,Dry,0,0,False,True,False,False
408,Property Damage Only,2,1,11/3/2020 18:50,40.05932,-82.39718,,,East,Claredon,Road,Not Collision Between Two Vehicles in Transport,Clear,Dark - Roadway Not Lighted,On the above date and time I was dispatched to 462 Clarendon St on a hit skip. The owner of the Honda was able to get a tag from a U-haul truck that struck his vehicle as it was leaving the scene. I'm currently waiting a call from the U-haul company and information on who rented the truck. ,11/3/2020 18:53,11/3/2020 18:53,11/3/2020 19:35,Dry,0,0,False,False,False,False
409,Property Damage Only,2,1,11/23/2020 7:22,40.061643,-82.400931,State Route,16,,,,Angle,Clear,Daylight,On 11/23/2020 Unit 01 and Unit 02 were both traveling WB on S.R. 16 W between the N Cedar St entrance ramp and the Hudson Ave exit ramp. Unit 01 while traveling in the right lane;  passed Unit 02 traveling in the left lane. Unit 01 changed lanes from right to left with the rear drivers side bumper striking the front passenger side bumper of Unit 02. This caused Unit 01 to continuously spin in front of Unit 02; with Unit 01 facing SB and the driver's side door striking the front bumper of Unit 02; Unit 01 continued turning and facing EB with the driver's side front bumper striking the driver's side door of Unit 02. Unit 02 continued WB and parked within the painted divide of S.R. 16 W and Hudson Ave exit ramp. Unit 01 recovered and managed to pull off Hudson Ave exit ramp. No parties injured and property damage only. ,11/23/2020 7:22,11/23/2020 7:22,11/23/2020 7:22,Dry,0,0,False,False,False,False
410,Property Damage Only,2,2,12/2/2020 16:50,40.070893,-82.428825,,,North,21ST,Street,Rear-end,Clear,Daylight,Units 1 and 2 were northbound on N 21st Street; passing through the intersection of Moull Street. Unit 1 had to brake quickly to react to traffic ahead of him braking quickly. Unit 2 was unable to safely brake in time; without striking the rear-end of Unit 1.,12/2/2020 16:54,12/2/2020 17:10,12/2/2020 17:17,Dry,0,0,False,False,False,True
411,Property Damage Only,2,2,12/2/2020 17:40,40.076613,-82.428342,,,North,21st,Street,Angle,Clear,Daylight,Unit 2 was southbound on N 21st Street; and was slowing in the center turn lane; preparing to make a left turn on to Catalina Drive. Unit 2 said that an unidentified vehicle traveling northbound in the left hand straight lane; had stopped in traffic allowing Unit 2t to try and execute her left turn. Unit 2 did not see the other vehicle in the right hand straight lane; and struck that vehicle in the drivers front wheel; disabling it.,12/2/2020 17:43,12/2/2020 18:46,12/2/2020 18:46,Dry,0,0,False,False,False,True
412,Property Damage Only,3,1,12/4/2020 3:44,40.047129999999996,-82.426234,,,South,WILLIAMS,Street,Sideswipe; same direction,Clear,Dark - Roadway Not Lighted,UNIT ONE WAS TRAVELING SOUTHBOUND AND STRUCK UNIT TWO AND TUNIT THREE WHILE THEY WERE PARKED AND UNOCCUPIED. UNIT ONE FLED THE SCENE. HOWEVER; UNIT ONE WAS LOCATED DOWN THE STREET ABANDONED. UNIT TWO AND THREE REPORTED THAT THEY DO NOT HAVE INSURANCE ON THEIR VEHICLES. ,12/4/2020 3:44,12/4/2020 3:44,12/4/2020 4:10,Dry,0,0,False,False,False,False
413,Property Damage Only,2,1,12/8/2020 14:08,40.073890000000006,-82.4287,,,North,21st,Street,Angle,Cloudy,Daylight,Unit #2 was s/b at the intersection of N 21st St @ Meadowbrook Dr when Unit #1 failed to yield the right of way when turning left and was struck by Unit #1.  Unit #1 driver admitted fault.  Unit #1 is at fault.,12/8/2020 14:08,12/8/2020 14:11,12/8/2020 14:15,Dry,0,0,False,False,False,False
414,Property Damage Only,1,1,12/9/2020 1:48,40.042959,-82.394124,,,South,2nd,Street,Not Collision Between Two Vehicles in Transport,Clear,Other/Unknown,On listed date and time I attempted to make a traffic stop on Unit 1. Unit 1 did not comply to my over head lights and siren. Unit 1 traveled off 2nd Street into Ben Franklin School Property. Unit 1 lost control of listed vehicle attempting to enter back onto 2nd Street traveling in through the woods over an embankment.,12/9/2020 1:58,12/9/2020 1:59,12/9/2020 1:59,Dry,0,0,False,False,False,False
416,Injury Possible,2,2,12/9/2020 16:14,40.080999999999996,-82.4277,,,North,21,Street,Angle,Clear,Daylight,Unit 1 was northbound on North 21st Street approaching the north intersection of Pierson Drive. Unit 1 was in the far right lane of travel. Unit 2 was stopped in the turn lane on North 21st Street attempting to turn left onto Pierson Drive. The driver of unit 2 attempted to turn left and was struck by unit 1 who was traveling north through the intersection. The driver of unit 2 was cited for failure to yield when turning left. NFD responded and no one involved was transported. Both vehicles were able to be driven from the scene.,12/9/2020 16:14,12/9/2020 16:14,12/9/2020 16:20,Dry,0,0,False,False,False,False
417,Property Damage Only,2,1,12/9/2020 6:00,40.072307,-82.410883,,,,KIBLER ,Avenue,Sideswipe; same direction,Other/Unknown,Other/Unknown,Unit 01 struck Unit 02 as it was legally parked on the side of the road. Unit 01 failed to stop after the accident; and left the scene. Unit 02 suffered minor damage. Unit 01 was located with noticeable damage and paint transfer from Unit 02. Unit 01 was ultimately cited for the accident. Unit 01 suffered minor damage and reported no injuries. See OH-2 for more details.,12/9/2020 15:55,12/9/2020 16:19,12/9/2020 16:19,Other/Unknown,0,0,False,False,False,False
418,Property Damage Only,2,1,12/10/2020 17:45,40.04718,-82.44886,,,West,Main,Street,Angle,Clear,Dark - Lighted Roadway,On the listed date and time; Sgt. Bell and I were dispatched to the listed location in reference to an injury accident involving two units. Upon arrival; Newark EMS was on scene and advised there were no injuries. After speaking with both drivers; the driver of unit #1 was found to be at fault for the accident. Unit #1 was traveling westbound on W. Main St. in an attempt to turn southbound into the driveway access to 1267 W. Main St. Unit #2 was traveling eastbound on W. Main St. While unit #1 was making the turn; crossing over the eastbound lanes; unit #1 was struck by unit #2. Unit #1 had disabling damage to the rear passenger and driver's side. Unit #2 had minor front end damage. Jae's towing arrived on scene for both vehicle. The driver of unit #1 was issued a citation. Respectfully submitted; Officer Brandon M. Shepherd #3267,12/10/2020 17:45,12/10/2020 17:46,12/10/2020 17:49,Dry,0,0,False,False,False,False
419,Injury Possible,2,2,12/10/2020 17:18,40.086040000000004,-82.41872,,,,Mt Vernon,Road,Angle,Clear,Dark - Lighted Roadway,Unit1 was traveling east on Deo Drive approaching the Mt. Vernon Road intersection. Unit 1 was entering the turn lane to go north on Mt. Vernon Road. Unit 2 was stopped in the parking lot of the Duke gas Station near the intersection. Unit 2 attempted to turn left out of the parking lot onto Deo Drive. Unit 2 struck the side of unit 1 in the intersection. The driver of unit 2 was cited for failure to yield when turning left. NFD responded and checked the subjects involved in the accident. Nobody involved was transported. Unit 2 was towed from the scene.,12/10/2020 17:18,12/10/2020 17:19,12/10/2020 17:22,Dry,0,0,False,False,False,True
420,Property Damage Only,3,1,12/10/2020 18:00,40.04718,-82.44886,,,West,Main,Street,Rear-end,Clear,Dark - Lighted Roadway,Unit 1 was traveling westbound on West Main Street approaching the South 35th Street intersection. As he approached the intersection he noticed a motor vehicle accident on the opposite side of the road. The driver of Unit 1 took his eyes off the road to observe the crash. As he did so; he rear ended Unit 2 which was stopped in traffic at the traffic control light. The impact from the collision made Unit 2 strike Unit 3 which was directly in front of Unit 2 stopped at the light as well. The collision caused Unit 2 to become wedged underneath the rear end of Unit 3. Officers were already on scene from the other crash on the opposite side of the road. No one in the 3 Unit crash was injured. Unit 2 was towed by Jae's Towing to their lot and Units 1 and 3 were able to leave the crash without being towed. The driver of Unit 1 was cited for the violation. ,12/10/2020 18:00,12/10/2020 18:00,12/10/2020 18:00,Dry,0,0,False,False,False,True
421,Property Damage Only,1,99,12/11/2020 16:26,40.053362,-82.420962,State Route,79,,,,Not Collision Between Two Vehicles in Transport,Clear,Daylight,Unit 1 was traveling northbound on SR 79 North approaching the West Main Street Bridge in the right hand lane. As Unit 1 traveled under the bridge; a chunk of concrete from the structure fell and struck the drivers side mirror of Unit 1. The occupant was uninjured and remained driving until it was safe to stop and assess his vehicle. The roadway was shut down for repairs and examinations by ODOT after officers arrived on scene.,12/11/2020 16:26,12/11/2020 18:27,12/11/2020 18:27,Dry,0,0,False,False,False,False
422,Property Damage Only,2,1,12/11/2020 12:12,40.086904,-82.427337,,,North,21,Street,Angle,Clear,Daylight,Unit #1 was turning left off of private property to go north on N. 21st St.  Unit #2 was southbound on N. 21st St in the inside lane.  Unit #1 did not see unit #2 coming. Unit #2 struck the left side of unit #1.  No injuries reported.,12/11/2020 12:12,12/11/2020 12:13,12/11/2020 12:22,Dry,0,0,False,False,False,False
423,Minor Injury Suspected,1,1,12/11/2020 13:11,40.059622,-82.419088,State Route,79S,,,,Not Collision Between Two Vehicles in Transport,Cloudy,Daylight,12/11/2020; 1316 hours; Unit#01 was traveling southwest on the State Route 79 South overpass at State Rt 16 West.  Unit#01 spun off to the roadway to the right striking the concrete barriar and continued a clockwise rotation to strike the right side barriar again and then across two lanes to strike a barriar off the left side of the highway.  Unit#01 failed to maintain control.,12/11/2020 13:16,12/11/2020 13:16,12/11/2020 13:20,Dry,0,0,False,False,False,True
